MARKERS	FST	RANKING	QUARTILE
1_00021589_01727060	0.583333	53	10
1_00018202_01456129	0.581451	54	10
1_00011233_00898583	0.579411	55	10
1_00003532_00282512	0.579365	56	10
1_00003532_00282529	0.579365	57	10
1_00008750_00699933	0.579365	58	10
1_00008750_00699959	0.579365	59	10
1_00004730_00378382	0.577465	60	10
1_00008294_00663494	0.577465	61	10
1_00012476_00998043	0.577465	62	10
1_00013401_01072018	0.577465	63	10
1_00015748_01259796	0.577465	64	10
1_00017088_01367009	0.577465	65	10
1_00018178_01454238	0.577465	66	10
1_00012946_01035643	0.574074	67	10
1_00019473_01557813	0.574074	68	10
1_00019821_01585681	0.574074	69	10
1_00009869_00789507	0.56964	70	10
1_00009939_00795083	0.56964	71	10
1_00009939_00795110	0.56964	72	10
1_00016308_01304639	0.559437	73	10
1_00014738_01178997	0.558537	74	10
1_00018265_01461153	0.557002	75	10
1_00012304_00984277	0.545057	76	10
1_00020773_01661793	0.545057	77	10
1_00021879_01750270	0.545057	78	10
1_00016363_01309025	0.544798	79	10
1_00018065_01445164	0.54093	80	10
1_00002560_00204773	0.536308	81	10
1_00004497_00359691	0.536308	82	10
1_00004792_00383334	0.536308	83	10
1_00018344_01467505	0.536308	84	10
1_00013524_01081885	0.535354	85	10
1_00012121_00969635	0.529501	86	10
1_00012121_00969638	0.529501	87	10
1_00012121_00969656	0.529501	88	10
1_00012121_00969657	0.529501	89	10
1_00021686_01734860	0.52862	90	10
1_00007604_00608286	0.525875	91	10
1_00007604_00608295	0.525875	92	10
1_00010785_00862801	0.525253	93	10
1_00011584_00926667	0.525253	94	10
1_00011791_00943252	0.525253	95	10
1_00022959_01836679	0.525253	96	10
1_00020524_01641892	0.522895	97	10
1_00001122_00089701	0.520202	98	10
1_00003631_00290473	0.520202	99	10
1_00004693_00375438	0.520202	100	10
1_00004693_00375441	0.520202	101	10
1_00007209_00576666	0.520202	102	10
1_00008801_00704059	0.520202	103	10
1_00011281_00902475	0.520202	104	10
1_00018160_01452790	0.520202	105	10
1_00020448_01635834	0.520202	106	10
1_00020636_01650838	0.520202	107	10
1_00021996_01759681	0.520202	108	10
1_00001638_00131032	0.515152	109	10
1_00011584_00926669	0.515152	110	10
1_00011402_00912122	0.514403	111	10
1_00013257_01060544	0.514403	112	10
1_00020599_01647891	0.514403	113	10
1_00009375_00749978	0.512522	114	10
1_00000959_00076683	0.511785	115	10
1_00000959_00076701	0.511785	116	10
1_00008600_00687930	0.510294	117	10
1_00020563_01644969	0.509804	118	10
1_00004693_00375436	0.506173	119	10
1_00004693_00375439	0.506173	120	10
1_00009226_00738059	0.506173	121	10
1_00016580_01326336	0.506173	122	10
1_00004730_00378378	0.501634	123	10
1_00017916_01433261	0.499722	124	10
1_00022715_01817147	0.497942	125	10
1_00022573_01805819	0.496403	126	10
1_00002542_00203290	0.491525	127	10
1_00012507_01000544	0.491525	128	10
1_00015087_01206906	0.491525	129	10
1_00021789_01743121	0.491525	130	10
1_00002699_00215852	0.489695	131	10
1_00011911_00952848	0.488889	132	10
1_00016238_01299036	0.488889	133	10
1_00017009_01360713	0.488889	134	10
1_00006666_00533217	0.486522	135	10
1_00016515_01321148	0.484932	136	10
1_00004116_00329266	0.482109	137	10
1_00007182_00574534	0.482109	138	10
1_00007182_00574541	0.482109	139	10
1_00007902_00632089	0.482109	140	10
1_00009662_00772953	0.482109	141	10
1_00013053_01044226	0.482109	142	10
1_00018242_01459295	0.482109	143	10
1_00015097_01207739	0.478351	144	10
1_00001408_00112600	0.477778	145	10
1_00001408_00112637	0.477778	146	10
1_00007408_00592584	0.477778	147	10
1_00010288_00822979	0.477778	148	10
1_00018391_01471227	0.477778	149	10
1_00019885_01590798	0.477778	150	10
1_00022156_01772461	0.477778	151	10
1_00022156_01772471	0.477778	152	10
1_00009668_00773375	0.472693	153	10
1_00005693_00455402	0.471326	154	10
1_00015237_01218953	0.471326	155	10
1_00015237_01218954	0.471326	156	10
1_00011570_00925535	0.470419	157	10
1_00001567_00125291	0.469085	158	10
1_00001567_00125331	0.469085	159	10
1_00008113_00649017	0.469085	160	10
1_00016532_01322545	0.469085	161	10
1_00005157_00412520	0.466667	162	10
1_00007451_00596057	0.466667	163	10
1_00007852_00628121	0.466667	164	10
1_00010514_00841116	0.466667	165	10
1_00011977_00958111	0.466667	166	10
1_00012232_00978516	0.466667	167	10
1_00012932_01034511	0.466667	168	10
1_00015199_01215885	0.466667	169	10
1_00015449_01235878	0.466667	170	10
1_00016854_01348250	0.466667	171	10
1_00016854_01348284	0.466667	172	10
1_00017876_01430066	0.466667	173	10
1_00018226_01458026	0.466667	174	10
1_00019704_01576276	0.466667	175	10
1_00019802_01584142	0.466667	176	10
1_00020139_01611082	0.466667	177	10
1_00021016_01681279	0.466667	178	10
1_00021256_01700422	0.466667	179	10
1_00021256_01700426	0.466667	180	10
1_00022972_01837743	0.466667	181	10
1_00021859_01748670	0.463462	182	10
1_00010088_00806981	0.463011	183	10
1_00014704_01176295	0.463011	184	10
1_00003995_00319550	0.462366	185	10
1_00005804_00464249	0.462366	186	10
1_00006411_00512877	0.462366	187	10
1_00018876_01510081	0.462366	188	10
1_00022610_01808753	0.462366	189	10
1_00020251_01620065	0.461455	190	10
1_00010819_00865508	0.455556	191	10
1_00012946_01035644	0.455556	192	10
1_00009405_00752400	0.453405	193	10
1_00010737_00858923	0.453405	194	10
1_00015126_01210066	0.453405	195	10
1_00016732_01338515	0.453405	196	10
1_00002740_00219198	0.453125	197	10
1_00006443_00515385	0.453125	198	10
1_00008895_00711549	0.453125	199	10
1_00009739_00779120	0.449541	200	10
1_00005188_00414987	0.447703	201	10
1_00003861_00308841	0.444444	202	10
1_00005749_00459850	0.444444	203	10
1_00007299_00583921	0.444444	204	10
1_00010210_00816735	0.444444	205	10
1_00013237_01058960	0.444444	206	10
1_00014136_01130850	0.444444	207	10
1_00016573_01325826	0.444444	208	10
1_00016573_01325834	0.444444	209	10
1_00016925_01353946	0.444444	210	10
1_00017230_01378343	0.444444	211	10
1_00018212_01456937	0.444444	212	10
1_00005438_00435001	0.442158	213	10
1_00022733_01818579	0.440471	214	10
1_00002663_00213041	0.439348	215	10
1_00012067_00965342	0.439348	216	10
1_00022668_01813378	0.439348	217	10
1_00022668_01813385	0.439348	218	10
1_00017077_01366114	0.437069	219	10
1_00020102_01608126	0.437069	220	10
1_00013104_01048304	0.435897	221	10
1_00015760_01260757	0.435897	222	10
1_00017489_01399097	0.435897	223	10
1_00017381_01390476	0.435764	224	10
1_00002449_00195860	0.432099	225	10
1_00002449_00195877	0.432099	226	10
1_00003426_00274049	0.432099	227	10
1_00005443_00435388	0.432099	228	10
1_00006936_00554863	0.432099	229	10
1_00015893_01271436	0.432099	230	10
1_00017385_01390796	0.432099	231	10
1_00019835_01586749	0.432099	232	10
1_00021192_01695303	0.432099	233	10
1_00022607_01808494	0.432099	234	10
1_00014076_01126055	0.431313	235	10
1_00002090_00167163	0.429154	236	10
1_00002090_00167181	0.429154	237	10
1_00004567_00365332	0.429154	238	10
1_00015631_01250481	0.429154	239	10
1_00017236_01378861	0.429154	240	10
1_00020788_01663005	0.429154	241	10
1_00014192_01135354	0.42735	242	10
1_00015420_01233539	0.42735	243	10
1_00019442_01555298	0.42735	244	10
1_00019442_01555299	0.42735	245	10
1_00019442_01555315	0.42735	246	10
1_00010779_00862321	0.425766	247	10
1_00017485_01398780	0.422027	248	10
1_00005188_00415007	0.420671	249	10
1_00001922_00153758	0.419753	250	10
1_00005462_00436895	0.419753	251	10
1_00005846_00467668	0.419753	252	10
1_00009509_00760710	0.419753	253	10
1_00010772_00861751	0.419753	254	10
1_00012406_00992479	0.419753	255	10
1_00012534_01002698	0.419753	256	10
1_00012852_01028159	0.419753	257	10
1_00014549_01163919	0.419753	258	10
1_00016312_01304934	0.419753	259	10
1_00016315_01305180	0.419753	260	10
1_00019782_01582531	0.419753	261	10
1_00019821_01585680	0.419753	262	10
1_00020060_01604754	0.419753	263	10
1_00020060_01604783	0.419753	264	10
1_00021020_01681551	0.419753	265	10
1_00005122_00409691	0.415626	266	10
1_00011608_00928624	0.412571	267	10
1_00018155_01452379	0.410256	268	10
1_00007685_00614735	0.408767	269	10
1_00002201_00176015	0.408317	270	10
1_00021905_01752383	0.408317	271	10
1_00001770_00141581	0.407407	272	10
1_00001770_00141584	0.407407	273	10
1_00006456_00516413	0.407407	274	10
1_00006597_00527737	0.407407	275	10
1_00008154_00652318	0.407407	276	10
1_00014402_01152148	0.407407	277	10
1_00021067_01685342	0.407407	278	10
1_00021593_01727416	0.407407	279	10
1_00002176_00174035	0.407186	280	10
1_00000323_00025778	0.40613	281	10
1_00012195_00975568	0.40613	282	10
1_00016274_01301851	0.40613	283	10
1_00016274_01301868	0.40613	284	10
1_00020381_01630458	0.40613	285	10
1_00022739_01819068	0.40613	286	10
1_00013198_01055840	0.405596	287	10
1_00020523_01641804	0.405596	288	10
1_00007311_00584873	0.405485	289	10
1_00007311_00584875	0.405485	290	10
1_00005218_00417388	0.404523	291	10
1_00008303_00664193	0.404523	292	10
1_00016358_01308638	0.404523	293	10
1_00020462_01636922	0.402875	294	10
1_00015859_01268666	0.40068	295	10
1_00020318_01625370	0.40068	296	10
1_00012721_01017639	0.399527	297	10
1_00013774_01101890	0.396552	298	10
1_00015058_01204638	0.395345	299	10
1_00000842_00067329	0.395062	300	10
1_00006524_00521904	0.395062	301	10
1_00018212_01456921	0.395062	302	10
1_00019439_01555102	0.395062	303	10
1_00000027_00002161	0.393939	304	10
1_00010936_00874846	0.393939	305	10
1_00021646_01731664	0.393939	306	10
1_00014155_01132344	0.391126	307	10
1_00022473_01797823	0.390625	308	10
1_00016253_01300220	0.388996	309	10
1_00000107_00008541	0.388889	310	10
1_00012189_00975054	0.388889	311	10
1_00013823_01105798	0.388889	312	10
1_00018991_01519227	0.388889	313	10
1_00021002_01680123	0.388889	314	10
1_00010086_00806863	0.387946	315	10
1_00000922_00073741	0.384757	316	10
1_00010045_00803599	0.384757	317	10
1_00010159_00812683	0.384757	318	10
1_00010159_00812684	0.384757	319	10
1_00015378_01230210	0.384757	320	10
1_00020109_01608650	0.384757	321	10
1_00022241_01779281	0.384757	322	10
1_00002867_00229347	0.38172	323	10
1_00013645_01091552	0.38172	324	10
1_00016044_01283497	0.38172	325	10
1_00001278_00102219	0.377778	326	10
1_00002712_00216943	0.377778	327	10
1_00004203_00336194	0.377778	328	10
1_00013536_01082816	0.377778	329	10
1_00016044_01283517	0.377778	330	10
1_00016580_01326363	0.377778	331	10
1_00016938_01355041	0.377778	332	10
1_00019643_01571408	0.377778	333	10
1_00021316_01705253	0.377778	334	10
1_00023439_01875062	0.377395	335	10
1_00018656_01492473	0.375729	336	10
1_00004287_00342905	0.375574	337	10
1_00005302_00424151	0.375574	338	10
1_00000193_00015403	0.375	339	10
1_00001262_00100911	0.375	340	10
1_00003990_00319139	0.375	341	10
1_00008255_00660387	0.375	342	10
1_00012309_00984674	0.375	343	10
1_00012487_00998918	0.375	344	10
1_00012781_01022446	0.375	345	10
1_00014789_01183101	0.375	346	10
1_00016302_01304090	0.375	347	10
1_00016302_01304160	0.375	348	10
1_00017043_01363406	0.375	349	10
1_00017585_01406778	0.375	350	10
1_00018484_01478671	0.375	351	10
1_00018484_01478681	0.375	352	10
1_00018733_01498590	0.375	353	10
1_00019859_01588693	0.375	354	10
1_00020478_01638204	0.375	355	10
1_00020933_01674576	0.375	356	10
1_00021870_01749537	0.375	357	10
1_00022706_01816416	0.375	358	10
1_00016363_01308982	0.373613	359	10
1_00016363_01308984	0.373613	360	10
1_00016363_01308994	0.373613	361	10
1_00011183_00894608	0.373516	362	10
1_00022150_01771999	0.373516	363	10
1_00015686_01254862	0.37276	364	10
1_00017757_01420560	0.37276	365	10
1_00018151_01452042	0.37276	366	10
1_00019527_01562108	0.37276	367	10
1_00022350_01787955	0.37276	368	10
1_00013198_01055839	0.372515	369	10
1_00021555_01724356	0.372515	370	10
1_00012165_00973149	0.37009	371	10
1_00014339_01147054	0.369206	372	10
1_00014339_01147098	0.369206	373	10
1_00004483_00358583	0.368889	374	10
1_00018402_01472119	0.368889	375	10
1_00018402_01472135	0.368889	376	10
1_00018402_01472147	0.368889	377	10
1_00019505_01560343	0.368889	378	10
1_00003071_00245652	0.366667	379	10
1_00011671_00933620	0.366667	380	10
1_00013384_01070693	0.366667	381	10
1_00014577_01166161	0.366667	382	10
1_00018879_01510316	0.366667	383	10
1_00018879_01510319	0.366667	384	10
1_00004840_00387136	0.366391	385	10
1_00003753_00300234	0.363799	386	10
1_00006267_00501325	0.363799	387	10
1_00010885_00870744	0.363799	388	10
1_00013177_01054096	0.363799	389	10
1_00021981_01758419	0.363799	390	10
1_00004319_00345476	0.363636	391	10
1_00004811_00384843	0.36214	392	10
1_00000528_00042203	0.361111	393	10
1_00001404_00112249	0.361111	394	10
1_00003363_00269010	0.361111	395	10
1_00004386_00350855	0.361111	396	10
1_00005802_00464128	0.361111	397	10
1_00007418_00593436	0.361111	398	10
1_00008124_00649874	0.361111	399	10
1_00008438_00674969	0.361111	400	10
1_00008514_00681105	0.361111	401	10
1_00008649_00691862	0.361111	402	10
1_00008758_00700624	0.361111	403	10
1_00010262_00820907	0.361111	404	10
1_00010345_00827592	0.361111	405	10
1_00010345_00827593	0.361111	406	10
1_00010345_00827596	0.361111	407	10
1_00010345_00827598	0.361111	408	10
1_00011155_00892401	0.361111	409	10
1_00012062_00964922	0.361111	410	10
1_00012746_01019620	0.361111	411	10
1_00015215_01217149	0.361111	412	10
1_00016046_01283638	0.361111	413	10
1_00017670_01413564	0.361111	414	10
1_00019257_01540533	0.361111	415	10
1_00019364_01549074	0.361111	416	10
1_00020719_01657461	0.361111	417	10
1_00021556_01724444	0.361111	418	10
1_00022872_01829739	0.361111	419	10
1_00000078_00006237	0.36	420	10
1_00004870_00389558	0.36	421	10
1_00010920_00873554	0.36	422	10
1_00019205_01536398	0.36	423	10
1_00019542_01563312	0.359505	424	10
1_00005347_00427733	0.358347	425	10
1_00002766_00221214	0.357914	426	10
1_00004718_00377409	0.357412	427	10
1_00006884_00550702	0.357307	428	10
1_00006884_00550703	0.357307	429	10
1_00011326_00906043	0.356033	430	10
1_00011326_00906052	0.356033	431	10
1_00000044_00003494	0.355556	432	10
1_00007207_00576503	0.355556	433	10
1_00008500_00679963	0.355556	434	10
1_00015054_01204270	0.355556	435	10
1_00004026_00322051	0.35396	436	10
1_00004026_00322074	0.35396	437	10
1_00004645_00371592	0.351852	438	10
1_00015821_01265681	0.351852	439	10
1_00017823_01425787	0.351852	440	10
1_00016944_01355462	0.351111	441	10
1_00000169_00013521	0.35102	442	10
1_00000484_00038654	0.347222	443	10
1_00007685_00614732	0.347222	444	10
1_00011296_00903649	0.347222	445	10
1_00012475_00997965	0.347222	446	10
1_00015338_01226972	0.347222	447	10
1_00016013_01280991	0.347222	448	10
1_00018968_01517373	0.347222	449	10
1_00019426_01554028	0.347222	450	10
1_00019528_01562195	0.347222	451	10
1_00015106_01208462	0.345662	452	10
1_00005534_00442716	0.345463	453	10
1_00017309_01384716	0.345152	454	10
1_00020232_01618550	0.3448	455	10
1_00007001_00560027	0.341564	456	10
1_00008311_00664875	0.341564	457	10
1_00009533_00762591	0.341564	458	10
1_00010415_00833154	0.341564	459	10
1_00015449_01235863	0.341564	460	10
1_00016023_01281821	0.341564	461	10
1_00018987_01518904	0.341564	462	10
1_00019488_01558990	0.341564	463	10
1_00021142_01691334	0.341564	464	10
1_00021808_01744572	0.341564	465	10
1_00022470_01797559	0.341564	466	10
1_00005271_00421626	0.341064	467	10
1_00012319_00985505	0.341064	468	10
1_00020747_01659705	0.341064	469	10
1_00015973_01277798	0.339681	470	10
1_00002425_00193981	0.339549	471	10
1_00014448_01155806	0.339549	472	10
1_00013937_01114926	0.339286	473	10
1_00016358_01308608	0.339286	474	10
1_00020939_01675077	0.337945	475	10
1_00000107_00008551	0.333333	476	10
1_00002451_00196015	0.333333	477	10
1_00009376_00750015	0.333333	478	10
1_00009863_00789024	0.333333	479	10
1_00010998_00879771	0.333333	480	10
1_00011316_00905267	0.333333	481	10
1_00011530_00922379	0.333333	482	10
1_00012108_00968615	0.333333	483	10
1_00012634_01010675	0.333333	484	10
1_00013280_01062387	0.333333	485	10
1_00013975_01117947	0.333333	486	10
1_00016205_01296359	0.333333	487	10
1_00018048_01443787	0.333333	488	10
1_00018938_01515029	0.333333	489	10
1_00019830_01586345	0.333333	490	10
1_00022973_01837788	0.333333	491	10
1_00003512_00280912	0.331276	492	10
1_00008199_00655900	0.331276	493	10
1_00013707_01096513	0.331276	494	10
1_00014392_01151294	0.331276	495	10
1_00015053_01204205	0.331276	496	10
1_00005636_00450862	0.32872	497	10
1_00005636_00450870	0.32872	498	10
1_00005636_00450871	0.32872	499	10
1_00005636_00450879	0.32872	500	10
1_00000519_00041501	0.328449	501	10
1_00008196_00655677	0.328449	502	10
1_00011026_00882069	0.328449	503	10
1_00012882_01030560	0.328449	504	10
1_00013017_01041292	0.328449	505	10
1_00013773_01101792	0.328449	506	10
1_00014401_01152044	0.328449	507	10
1_00017695_01415569	0.328449	508	10
1_00021789_01743118	0.328449	509	10
1_00021789_01743119	0.328449	510	10
1_00021789_01743120	0.328449	511	10
1_00001613_00129025	0.327485	512	10
1_00001700_00135928	0.327485	513	10
1_00003372_00269736	0.327485	514	10
1_00008039_00643097	0.327485	515	10
1_00012141_00971210	0.327485	516	10
1_00017054_01364305	0.327485	517	10
1_00017101_01368033	0.327485	518	10
1_00015925_01273984	0.326167	519	10
1_00015925_01273990	0.326167	520	10
1_00012723_01017780	0.322034	521	10
1_00015596_01247628	0.322034	522	10
1_00017343_01387373	0.321918	523	10
1_00015462_01236916	0.321429	524	10
1_00021480_01718387	0.320427	525	10
1_00005760_00460758	0.31937	526	10
1_00009921_00793633	0.317739	527	10
1_00015324_01225883	0.317739	528	10
1_00016291_01303216	0.317739	529	10
1_00019442_01555354	0.317739	530	10
1_00001156_00092440	0.31746	531	10
1_00002321_00185615	0.31746	532	10
1_00002321_00185655	0.31746	533	10
1_00002908_00232637	0.31746	534	10
1_00002908_00232638	0.31746	535	10
1_00003551_00284023	0.31746	536	10
1_00005367_00429302	0.31746	537	10
1_00006522_00521689	0.31746	538	10
1_00006610_00528801	0.31746	539	10
1_00006799_00543884	0.31746	540	10
1_00006914_00553077	0.31746	541	10
1_00006939_00555103	0.31746	542	10
1_00007064_00565103	0.31746	543	10
1_00007366_00589237	0.31746	544	10
1_00007950_00635938	0.31746	545	10
1_00008726_00698048	0.31746	546	10
1_00009252_00740095	0.31746	547	10
1_00009325_00745971	0.31746	548	10
1_00009718_00777375	0.31746	549	10
1_00009759_00780662	0.31746	550	10
1_00010671_00853638	0.31746	551	10
1_00011020_00881559	0.31746	552	10
1_00011020_00881578	0.31746	553	10
1_00011267_00901351	0.31746	554	10
1_00011267_00901354	0.31746	555	10
1_00011573_00925773	0.31746	556	10
1_00011617_00929289	0.31746	557	10
1_00011690_00935184	0.31746	558	10
1_00012185_00974750	0.31746	559	10
1_00012971_01037657	0.31746	560	10
1_00013255_01060340	0.31746	561	10
1_00013985_01118743	0.31746	562	10
1_00014368_01149440	0.31746	563	10
1_00014882_01190553	0.31746	564	10
1_00015749_01259891	0.31746	565	10
1_00015950_01275969	0.31746	566	10
1_00016121_01289622	0.31746	567	10
1_00016925_01353991	0.31746	568	10
1_00017115_01369173	0.31746	569	10
1_00017303_01384204	0.31746	570	10
1_00017489_01399109	0.31746	571	10
1_00019552_01564130	0.31746	572	10
1_00019637_01570897	0.31746	573	10
1_00019918_01593439	0.31746	574	10
1_00021589_01727078	0.31746	575	10
1_00022841_01827250	0.31746	576	10
1_00000135_00010744	0.316239	577	10
1_00005146_00411619	0.316239	578	10
1_00008124_00649916	0.316239	579	10
1_00008546_00683645	0.316239	580	10
1_00009105_00728364	0.316239	581	10
1_00010940_00875144	0.316239	582	10
1_00011440_00915145	0.316239	583	10
1_00013121_01049678	0.316239	584	10
1_00013254_01060285	0.316239	585	10
1_00013897_01111734	0.316239	586	10
1_00017074_01365869	0.316239	587	10
1_00018977_01518089	0.316239	588	10
1_00020663_01652970	0.316239	589	10
1_00021177_01694089	0.316239	590	10
1_00021496_01719618	0.316239	591	10
1_00021545_01723528	0.316239	592	10
1_00022280_01782340	0.316239	593	10
1_00022793_01823388	0.316239	594	10
1_00022829_01826303	0.316239	595	10
1_00016076_01286072	0.315597	596	10
1_00005060_00404732	0.314815	597	10
1_00005317_00425332	0.314815	598	10
1_00008134_00650706	0.314815	599	10
1_00015060_01204782	0.314815	600	10
1_00018683_01494572	0.313759	601	10
1_00001567_00125296	0.313148	602	10
1_00016776_01342058	0.313148	603	10
1_00020486_01638837	0.31262	604	10
1_00001913_00153036	0.312618	605	10
1_00008288_00662978	0.312618	606	10
1_00013466_01077257	0.312618	607	10
1_00016616_01329258	0.312618	608	10
1_00024065_01925178	0.309659	609	10
1_00007290_00583135	0.307992	610	10
1_00007290_00583155	0.307992	611	10
1_00013062_01044893	0.307992	612	10
1_00014257_01140547	0.307992	613	10
1_00018351_01468066	0.307992	614	10
1_00020390_01631146	0.307992	615	10
1_00011357_00908524	0.307692	616	10
1_00005192_00415340	0.306878	617	10
1_00007033_00562601	0.306878	618	10
1_00017949_01435855	0.306878	619	10
1_00020539_01643115	0.306878	620	10
1_00005298_00423768	0.305556	621	10
1_00010514_00841120	0.305556	622	10
1_00014960_01196756	0.305556	623	10
1_00015215_01217175	0.305556	624	10
1_00017232_01378525	0.305556	625	10
1_00017309_01384654	0.304352	626	10
1_00017309_01384677	0.304352	627	10
1_00017309_01384697	0.304352	628	10
1_00024603_01968218	0.304352	629	10
1_00024603_01968226	0.304352	630	10
1_00003084_00246693	0.304029	631	10
1_00003348_00267776	0.304029	632	10
1_00005604_00448307	0.304029	633	10
1_00009750_00779969	0.304029	634	10
1_00013769_01101521	0.304029	635	10
1_00014490_01159178	0.304029	636	10
1_00015150_01211935	0.304029	637	10
1_00017999_01439870	0.304029	638	10
1_00018755_01500359	0.304029	639	10
1_00020722_01657715	0.304029	640	10
1_00020722_01657732	0.304029	641	10
1_00006619_00529521	0.303287	642	10
1_00001802_00144158	0.303202	643	10
1_00009291_00743248	0.303202	644	10
1_00009791_00783242	0.303202	645	10
1_00017341_01387214	0.303202	646	10
1_00019505_01560361	0.303202	647	10
1_00000798_00063803	0.301587	648	10
1_00002902_00232125	0.301587	649	10
1_00002902_00232134	0.301587	650	10
1_00002902_00232158	0.301587	651	10
1_00003363_00269022	0.301587	652	10
1_00007800_00623932	0.301587	653	10
1_00012218_00977423	0.301587	654	10
1_00012717_01017324	0.301587	655	10
1_00013438_01074995	0.301587	656	10
1_00013499_01079875	0.301587	657	10
1_00013798_01103841	0.301587	658	10
1_00014307_01144494	0.301587	659	10
1_00016157_01292540	0.301587	660	10
1_00017813_01425029	0.301587	661	10
1_00017989_01439049	0.301587	662	10
1_00017989_01439061	0.301587	663	10
1_00019124_01529866	0.301587	664	10
1_00019673_01573805	0.301587	665	10
1_00019685_01574779	0.301587	666	10
1_00019837_01586905	0.301587	667	10
1_00021121_01689617	0.301587	668	10
1_00022959_01836694	0.301587	669	10
1_00024841_01987261	0.301587	670	10
1_00016512_01320934	0.3	671	10
1_00021615_01729160	0.3	672	10
1_00011913_00952972	0.29635	673	10
1_00010482_00838502	0.296296	674	10
1_00012417_00993332	0.296296	675	10
1_00015296_01223653	0.296296	676	10
1_00015671_01253651	0.296296	677	10
1_00003077_00246153	0.291819	678	10
1_00007702_00616119	0.291316	679	10
1_00001737_00138890	0.288889	680	10
1_00001737_00138897	0.288889	681	10
1_00003404_00272268	0.288889	682	10
1_00007021_00561649	0.288889	683	10
1_00012789_01023075	0.288889	684	10
1_00019416_01553236	0.288889	685	10
1_00019416_01553237	0.288889	686	10
1_00008136_00650881	0.287586	687	10
1_00008168_00653387	0.287586	688	10
1_00009280_00742393	0.287586	689	10
1_00015069_01205463	0.287586	690	10
1_00016368_01309422	0.287037	691	10
1_00016140_01291140	0.286145	692	10
1_00000771_00061655	0.285714	693	10
1_00005596_00447647	0.285714	694	10
1_00013619_01089474	0.285714	695	10
1_00013752_01100129	0.285714	696	10
1_00020604_01648300	0.285714	697	10
1_00010458_00836623	0.283489	698	10
1_00003866_00309259	0.281843	699	10
1_00004266_00341254	0.281843	700	10
1_00013626_01090034	0.281843	701	10
1_00019698_01575774	0.281843	702	10
1_00020159_01612657	0.281843	703	10
1_00021709_01736657	0.281843	704	10
1_00022222_01777696	0.281843	705	10
1_00020747_01659694	0.279756	706	10
1_00008589_00687049	0.278707	707	10
1_00000565_00045135	0.277778	708	10
1_00000685_00054757	0.277778	709	10
1_00001122_00089755	0.277778	710	10
1_00001157_00092557	0.277778	711	10
1_00001671_00133675	0.277778	712	10
1_00001977_00158135	0.277778	713	10
1_00002331_00186431	0.277778	714	10
1_00003263_00261000	0.277778	715	10
1_00003428_00274195	0.277778	716	10
1_00003659_00292721	0.277778	717	10
1_00005254_00420284	0.277778	718	10
1_00005713_00456984	0.277778	719	10
1_00005736_00458857	0.277778	720	10
1_00005785_00462752	0.277778	721	10
1_00006098_00487786	0.277778	722	10
1_00006870_00549576	0.277778	723	10
1_00007548_00603837	0.277778	724	10
1_00008727_00698109	0.277778	725	10
1_00009376_00750067	0.277778	726	10
1_00009716_00777275	0.277778	727	10
1_00009980_00798329	0.277778	728	10
1_00010064_00805054	0.277778	729	10
1_00010175_00813970	0.277778	730	10
1_00010185_00814730	0.277778	731	10
1_00010544_00843452	0.277778	732	10
1_00010873_00869791	0.277778	733	10
1_00011068_00885368	0.277778	734	10
1_00012888_01030982	0.277778	735	10
1_00013741_01099230	0.277778	736	10
