MARKERS	FST	RANKING	QUARTILE
1_00011471_00917638	0.487027	117	10
1_00008212_00656926	0.482109	118	10
1_00013112_01048940	0.482109	119	10
1_00016178_01294184	0.482109	120	10
1_00020060_01604754	0.482109	121	10
1_00020354_01628300	0.481869	122	10
1_00005649_00451888	0.477778	123	10
1_00011393_00911409	0.477778	124	10
1_00012121_00969635	0.477778	125	10
1_00012121_00969638	0.477778	126	10
1_00012121_00969656	0.477778	127	10
1_00012121_00969657	0.477778	128	10
1_00012882_01030560	0.477778	129	10
1_00013773_01101792	0.477778	130	10
1_00014577_01166161	0.477778	131	10
1_00018275_01461991	0.477778	132	10
1_00018826_01506040	0.477778	133	10
1_00020924_01673864	0.477778	134	10
1_00022885_01830759	0.477778	135	10
1_00002201_00176015	0.475715	136	10
1_00006456_00516413	0.475302	137	10
1_00018968_01517373	0.475302	138	10
1_00013198_01055839	0.472693	139	10
1_00008717_00697334	0.471812	140	10
1_00008717_00697351	0.471812	141	10
1_00007511_00600842	0.471326	142	10
1_00013401_01072018	0.471326	143	10
1_00018385_01470767	0.470383	144	10
1_00000323_00025778	0.466667	145	10
1_00014305_01144328	0.466667	146	10
1_00014305_01144359	0.466667	147	10
1_00018879_01510316	0.466667	148	10
1_00018879_01510319	0.466667	149	10
1_00022168_01773440	0.466667	150	10
1_00010066_00805280	0.466577	151	10
1_00005188_00415007	0.463277	152	10
1_00014402_01152148	0.463277	153	10
1_00018065_01445164	0.463011	154	10
1_00022942_01835324	0.463011	155	10
1_00002425_00193981	0.462563	156	10
1_00009386_00750851	0.462366	157	10
1_00010885_00870744	0.462366	158	10
1_00013177_01054096	0.462366	159	10
1_00017608_01408613	0.462366	160	10
1_00010771_00861663	0.455556	161	10
1_00008071_00645680	0.453405	162	10
1_00003753_00300234	0.453125	163	10
1_00003995_00319550	0.453125	164	10
1_00011799_00943868	0.451967	165	10
1_00001620_00129584	0.448529	166	10
1_00001620_00129587	0.448529	167	10
1_00004693_00375436	0.445527	168	10
1_00004693_00375439	0.445527	169	10
1_00024603_01968203	0.445527	170	10
1_00024603_01968217	0.445527	171	10
1_00008750_00699959	0.444444	172	10
1_00018292_01463346	0.444444	173	10
1_00018351_01468066	0.444444	174	10
1_00020773_01661793	0.444444	175	10
1_00021879_01750270	0.444444	176	10
1_00022721_01817629	0.444444	177	10
1_00022721_01817650	0.444444	178	10
1_00002090_00167163	0.440471	179	10
1_00003859_00308670	0.440471	180	10
1_00007889_00631099	0.437674	181	10
1_00007889_00631121	0.437674	182	10
1_00019248_01539819	0.437069	183	10
1_00000352_00028093	0.435897	184	10
1_00000352_00028096	0.435897	185	10
1_00008244_00659462	0.435897	186	10
1_00009226_00738059	0.435897	187	10
1_00001770_00141581	0.432099	188	10
1_00001770_00141584	0.432099	189	10
1_00007033_00562601	0.432099	190	10
1_00011480_00918383	0.432099	191	10
1_00013404_01072276	0.432099	192	10
1_00013621_01089625	0.432099	193	10
1_00022793_01823388	0.432099	194	10
1_00020524_01641892	0.430296	195	10
1_00000316_00025232	0.429154	196	10
1_00001613_00129025	0.429154	197	10
1_00007182_00574534	0.429154	198	10
1_00007182_00574541	0.429154	199	10
1_00007941_00635230	0.429154	200	10
1_00010292_00823326	0.429154	201	10
1_00012304_00984277	0.429154	202	10
1_00019589_01567097	0.429154	203	10
1_00017723_01417803	0.42735	204	10
1_00011640_00931162	0.427083	205	10
1_00020448_01635834	0.425068	206	10
1_00010779_00862321	0.422694	207	10
1_00018755_01500359	0.422694	208	10
1_00000247_00019726	0.419753	209	10
1_00005785_00462752	0.419753	210	10
1_00007394_00591478	0.419753	211	10
1_00009325_00745971	0.419753	212	10
1_00011487_00918895	0.419753	213	10
1_00015081_01206481	0.419753	214	10
1_00015087_01206906	0.419753	215	10
1_00018938_01515029	0.419753	216	10
1_00010771_00861647	0.41896	217	10
1_00015757_01260529	0.41896	218	10
1_00021870_01749537	0.41896	219	10
1_00022739_01819068	0.41896	220	10
1_00004026_00322051	0.418803	221	10
1_00005271_00421626	0.418539	222	10
1_00024065_01925178	0.418539	223	10
1_00008750_00699933	0.415332	224	10
1_00017278_01382185	0.415332	225	10
1_00007931_00634432	0.410875	226	10
1_00008436_00674864	0.409354	227	10
1_00009405_00752400	0.408767	228	10
1_00002226_00178015	0.408317	229	10
1_00013937_01114926	0.408317	230	10
1_00018212_01456937	0.408317	231	10
1_00000044_00003494	0.407407	232	10
1_00003031_00242445	0.407407	233	10
1_00004567_00365332	0.407407	234	10
1_00006973_00557818	0.407407	235	10
1_00011715_00937144	0.407407	236	10
1_00012487_00998918	0.407407	237	10
1_00017258_01380573	0.407407	238	10
1_00019907_01592489	0.407407	239	10
1_00004792_00383334	0.40613	240	10
1_00007209_00576666	0.40613	241	10
1_00016702_01336107	0.40613	242	10
1_00018351_01468063	0.40613	243	10
1_00018351_01468064	0.40613	244	10
1_00018809_01504715	0.40613	245	10
1_00020311_01624881	0.405485	246	10
1_00020805_01664390	0.404523	247	10
1_00012908_01032591	0.402875	248	10
1_00020318_01625370	0.40068	249	10
1_00022942_01835316	0.40068	250	10
1_00000457_00036498	0.396552	251	10
1_00000959_00076683	0.396552	252	10
1_00000959_00076701	0.396552	253	10
1_00002560_00204773	0.396552	254	10
1_00009533_00762591	0.396552	255	10
1_00010752_00860107	0.396552	256	10
1_00015150_01211935	0.396552	257	10
1_00015833_01266578	0.396552	258	10
1_00019615_01569175	0.396552	259	10
1_00020563_01645032	0.396552	260	10
1_00005410_00432766	0.393939	261	10
1_00011190_00895172	0.393939	262	10
1_00017043_01363379	0.393939	263	10
1_00017043_01363380	0.393939	264	10
1_00006422_00513693	0.391126	265	10
1_00000372_00029742	0.388889	266	10
1_00001262_00100911	0.388889	267	10
1_00005061_00404830	0.388889	268	10
1_00005386_00430856	0.388889	269	10
1_00007399_00591877	0.388889	270	10
1_00014723_01177782	0.388889	271	10
1_00014723_01177812	0.388889	272	10
1_00015786_01262872	0.388889	273	10
1_00017028_01362206	0.388889	274	10
1_00020535_01642747	0.388889	275	10
1_00022104_01768314	0.388889	276	10
1_00000519_00041501	0.38818	277	10
1_00010415_00833138	0.386973	278	10
1_00001091_00087220	0.384757	279	10
1_00013463_01077001	0.384757	280	10
1_00013463_01077008	0.384757	281	10
1_00013463_01077014	0.384757	282	10
1_00014176_01134070	0.384757	283	10
1_00015760_01260757	0.384757	284	10
1_00018292_01463289	0.384757	285	10
1_00018890_01511182	0.384757	286	10
1_00010344_00827518	0.382766	287	10
1_00010344_00827519	0.382766	288	10
1_00011050_00883946	0.382766	289	10
1_00002614_00209058	0.38172	290	10
1_00004185_00334778	0.38172	291	10
1_00004185_00334795	0.38172	292	10
1_00016189_01295075	0.38172	293	10
1_00016476_01318032	0.38172	294	10
1_00002542_00203290	0.381099	295	10
1_00001763_00140990	0.377778	296	10
1_00005317_00425332	0.377778	297	10
1_00007299_00583921	0.377778	298	10
1_00013645_01091552	0.377778	299	10
1_00017823_01425787	0.377778	300	10
1_00020054_01604284	0.377778	301	10
1_00021793_01743374	0.377778	302	10
1_00022706_01816416	0.377778	303	10
1_00022893_01831416	0.377778	304	10
1_00022959_01836679	0.377778	305	10
1_00018506_01480458	0.377728	306	10
1_00012298_00983827	0.376723	307	10
1_00015338_01226972	0.375574	308	10
1_00016537_01322902	0.375574	309	10
1_00001794_00143458	0.375	310	10
1_00002202_00176136	0.375	311	10
1_00003388_00271041	0.375	312	10
1_00007969_00637484	0.375	313	10
1_00008867_00709348	0.375	314	10
1_00011743_00939374	0.375	315	10
1_00012852_01028159	0.375	316	10
1_00012888_01030982	0.375	317	10
1_00013286_01062870	0.375	318	10
1_00013582_01086551	0.375	319	10
1_00013582_01086560	0.375	320	10
1_00013693_01095406	0.375	321	10
1_00014274_01141900	0.375	322	10
1_00016052_01284155	0.375	323	10
1_00016218_01297402	0.375	324	10
1_00019124_01529866	0.375	325	10
1_00017628_01410189	0.372993	326	10
1_00005569_00445457	0.37276	327	10
1_00008405_00672378	0.37276	328	10
1_00010318_00825422	0.37276	329	10
1_00016925_01353946	0.37276	330	10
1_00018876_01510081	0.37276	331	10
1_00020486_01638837	0.372515	332	10
1_00012721_01017631	0.370499	333	10
1_00005802_00464128	0.37009	334	10
1_00016843_01347387	0.37009	335	10
1_00016843_01347403	0.37009	336	10
1_00009628_00770226	0.368889	337	10
1_00010482_00838502	0.368889	338	10
1_00018151_01452042	0.368889	339	10
1_00021154_01692310	0.368889	340	10
1_00002176_00174035	0.367884	341	10
1_00000185_00014759	0.366667	342	10
1_00000268_00021413	0.366667	343	10
1_00004116_00329266	0.366667	344	10
1_00006934_00554716	0.366667	345	10
1_00007045_00563556	0.366667	346	10
1_00014043_01123379	0.366667	347	10
1_00015989_01279104	0.366667	348	10
1_00016312_01304934	0.366667	349	10
1_00018507_01480501	0.366667	350	10
1_00018507_01480516	0.366667	351	10
1_00023072_01845691	0.366667	352	10
1_00023072_01845759	0.366667	353	10
1_00023072_01845760	0.366667	354	10
1_00017018_01361383	0.366454	355	10
1_00023687_01894901	0.366391	356	10
1_00020102_01608126	0.365118	357	10
1_00007349_00587913	0.363799	358	10
1_00008581_00686432	0.363799	359	10
1_00008581_00686439	0.363799	360	10
1_00008581_00686441	0.363799	361	10
1_00008581_00686477	0.363799	362	10
1_00011026_00882069	0.363799	363	10
1_00020289_01623052	0.363799	364	10
1_00000632_00050552	0.36214	365	10
1_00013340_01067172	0.36214	366	10
1_00001198_00095811	0.361111	367	10
1_00001198_00095828	0.361111	368	10
1_00003829_00306308	0.361111	369	10
1_00004182_00334524	0.361111	370	10
1_00005230_00418350	0.361111	371	10
1_00005697_00455753	0.361111	372	10
1_00007754_00620249	0.361111	373	10
1_00011326_00906043	0.361111	374	10
1_00011326_00906052	0.361111	375	10
1_00011391_00911242	0.361111	376	10
1_00011617_00929289	0.361111	377	10
1_00012989_01039090	0.361111	378	10
1_00016104_01288317	0.361111	379	10
1_00018923_01513831	0.361111	380	10
1_00018989_01519053	0.361111	381	10
1_00019589_01567101	0.361111	382	10
1_00021709_01736657	0.361111	383	10
1_00021956_01756413	0.361111	384	10
1_00010765_00861140	0.36	385	10
1_00014347_01147752	0.36	386	10
1_00015472_01237711	0.36	387	10
1_00018476_01478037	0.36	388	10
1_00019004_01520297	0.36	389	10
1_00020338_01626992	0.36	390	10
1_00022668_01813378	0.36	391	10
1_00022668_01813385	0.36	392	10
1_00003071_00245652	0.359898	393	10
1_00008912_00712938	0.359505	394	10
1_00018212_01456921	0.356033	395	10
1_00003326_00266023	0.355556	396	10
1_00003512_00280912	0.355556	397	10
1_00012789_01023075	0.355556	398	10
1_00001590_00127188	0.351852	399	10
1_00011608_00928624	0.351852	400	10
1_00012437_00994903	0.351852	401	10
1_00019557_01564507	0.351852	402	10
1_00022614_01809049	0.349515	403	10
1_00019790_01583193	0.349297	404	10
1_00021020_01681562	0.347813	405	10
1_00000261_00020866	0.347222	406	10
1_00002701_00216020	0.347222	407	10
1_00002701_00216065	0.347222	408	10
1_00005949_00475898	0.347222	409	10
1_00007959_00636689	0.347222	410	10
1_00016820_01345542	0.347222	411	10
1_00009279_00742281	0.345886	412	10
1_00009279_00742299	0.345886	413	10
1_00020722_01657715	0.345886	414	10
1_00020722_01657732	0.345886	415	10
1_00005478_00438209	0.345878	416	10
1_00021142_01691334	0.345152	417	10
1_00011503_00920207	0.344139	418	10
1_00011503_00920213	0.344139	419	10
1_00011503_00920221	0.344139	420	10
1_00011503_00920228	0.344139	421	10
1_00001559_00124654	0.341564	422	10
1_00002712_00216943	0.341564	423	10
1_00002996_00239615	0.341564	424	10
1_00005846_00467668	0.341564	425	10
1_00015359_01228693	0.341564	426	10
1_00016308_01304639	0.341564	427	10
1_00016616_01329258	0.341564	428	10
1_00018563_01485012	0.341564	429	10
1_00018563_01485024	0.341564	430	10
1_00018588_01486991	0.341564	431	10
1_00018588_01487003	0.341564	432	10
1_00007485_00598799	0.34138	433	10
1_00001461_00116862	0.341317	434	10
1_00013949_01115867	0.341064	435	10
1_00013139_01051109	0.337945	436	10
1_00021615_01729160	0.337232	437	10
1_00018630_01490349	0.335227	438	10
1_00001671_00133675	0.333333	439	10
1_00003933_00314616	0.333333	440	10
1_00005147_00411736	0.333333	441	10
1_00005836_00466841	0.333333	442	10
1_00007206_00576469	0.333333	443	10
1_00009304_00744295	0.333333	444	10
1_00011919_00953471	0.333333	445	10
1_00012139_00971057	0.333333	446	10
1_00012839_01027097	0.333333	447	10
1_00013626_01090009	0.333333	448	10
1_00013626_01090034	0.333333	449	10
1_00013897_01111734	0.333333	450	10
1_00015893_01271436	0.333333	451	10
1_00016044_01283477	0.333333	452	10
1_00016171_01293621	0.333333	453	10
1_00016205_01296359	0.333333	454	10
1_00016821_01345668	0.333333	455	10
1_00020636_01650838	0.333333	456	10
1_00022378_01790172	0.333333	457	10
1_00022828_01826206	0.333333	458	10
1_00004742_00379329	0.331276	459	10
1_00007021_00561649	0.331276	460	10
1_00019364_01549074	0.331276	461	10
1_00019643_01571408	0.331276	462	10
1_00020316_01625247	0.331276	463	10
1_00021911_01752823	0.331276	464	10
1_00022052_01764108	0.331276	465	10
1_00011047_00883737	0.330626	466	10
1_00005375_00429975	0.330218	467	10
1_00017757_01420560	0.330218	468	10
1_00013043_01043402	0.329045	469	10
1_00007856_00628434	0.32872	470	10
1_00008546_00683645	0.328449	471	10
1_00010288_00822979	0.328449	472	10
1_00015324_01225883	0.328449	473	10
1_00016157_01292540	0.328449	474	10
1_00018081_01446428	0.328449	475	10
1_00019769_01581460	0.328449	476	10
1_00021256_01700422	0.328449	477	10
1_00021256_01700426	0.328449	478	10
1_00022864_01829120	0.328449	479	10
1_00018341_01467256	0.327731	480	10
1_00021646_01731664	0.327731	481	10
1_00013060_01044738	0.327485	482	10
1_00016938_01355041	0.327485	483	10
1_00016939_01355103	0.327485	484	10
1_00020933_01674576	0.327264	485	10
1_00012693_01015385	0.322034	486	10
1_00015964_01277058	0.322034	487	10
1_00016023_01281821	0.322034	488	10
1_00018385_01470740	0.321429	489	10
1_00011570_00925535	0.32099	490	10
1_00016743_01339402	0.320988	491	10
1_00004718_00377381	0.320517	492	10
1_00001122_00089701	0.317739	493	10
1_00002540_00203192	0.317739	494	10
1_00014757_01180524	0.317739	495	10
1_00014757_01180557	0.317739	496	10
1_00014757_01180559	0.317739	497	10
1_00014757_01180560	0.317739	498	10
1_00016081_01286435	0.317739	499	10
1_00020764_01661048	0.317739	500	10
1_00022473_01797820	0.317739	501	10
1_00001384_00110712	0.31746	502	10
1_00002073_00165819	0.31746	503	10
1_00002073_00165835	0.31746	504	10
1_00002180_00174351	0.31746	505	10
1_00002449_00195860	0.31746	506	10
1_00002449_00195877	0.31746	507	10
1_00002835_00226744	0.31746	508	10
1_00003551_00284023	0.31746	509	10
1_00004217_00337318	0.31746	510	10
1_00004675_00373971	0.31746	511	10
1_00004800_00383954	0.31746	512	10
1_00005441_00435273	0.31746	513	10
1_00007969_00637485	0.31746	514	10
1_00008255_00660387	0.31746	515	10
1_00010098_00807778	0.31746	516	10
1_00011854_00948294	0.31746	517	10
1_00013119_01049477	0.31746	518	10
1_00014302_01144109	0.31746	519	10
1_00014401_01152044	0.31746	520	10
1_00014535_01162774	0.31746	521	10
1_00014882_01190553	0.31746	522	10
1_00015749_01259891	0.31746	523	10
1_00016348_01307841	0.31746	524	10
1_00017077_01366114	0.31746	525	10
1_00018048_01443787	0.31746	526	10
1_00018504_01480292	0.31746	527	10
1_00018991_01519227	0.31746	528	10
1_00019830_01586345	0.31746	529	10
1_00019885_01590798	0.31746	530	10
1_00020539_01643115	0.31746	531	10
1_00020932_01674505	0.31746	532	10
1_00021082_01686504	0.31746	533	10
1_00021186_01694855	0.31746	534	10
1_00022607_01808494	0.31746	535	10
1_00002073_00165772	0.316239	536	10
1_00002448_00195800	0.316239	537	10
1_00003973_00317798	0.316239	538	10
1_00004783_00382596	0.316239	539	10
1_00005758_00460635	0.316239	540	10
1_00007133_00570630	0.316239	541	10
1_00007852_00628121	0.316239	542	10
1_00008281_00662480	0.316239	543	10
1_00008876_00710080	0.316239	544	10
1_00011584_00926669	0.316239	545	10
1_00013863_01108990	0.316239	546	10
1_00013863_01109036	0.316239	547	10
1_00014192_01135354	0.316239	548	10
1_00014503_01160199	0.316239	549	10
1_00015449_01235863	0.316239	550	10
1_00016604_01328254	0.316239	551	10
1_00017041_01363225	0.316239	552	10
1_00018226_01458026	0.316239	553	10
1_00019802_01584142	0.316239	554	10
1_00019821_01585681	0.316239	555	10
1_00020109_01608649	0.315701	556	10
1_00020109_01608650	0.315701	557	10
1_00006907_00552503	0.314815	558	10
1_00016476_01318069	0.314815	559	10
1_00016476_01318074	0.314815	560	10
1_00019254_01540254	0.314815	561	10
1_00013501_01080045	0.313759	562	10
1_00006936_00554863	0.313148	563	10
1_00016434_01314654	0.313148	564	10
1_00018484_01478671	0.313148	565	10
1_00018484_01478681	0.313148	566	10
1_00000696_00055623	0.312618	567	10
1_00004840_00387136	0.312618	568	10
1_00005122_00409741	0.312618	569	10
1_00005137_00410937	0.312618	570	10
1_00005265_00421199	0.312618	571	10
1_00008540_00683162	0.312618	572	10
1_00011118_00889375	0.312618	573	10
1_00012621_01009617	0.312618	574	10
1_00012621_01009628	0.312618	575	10
1_00019826_01586050	0.312618	576	10
1_00020302_01624128	0.312618	577	10
1_00022085_01766796	0.312618	578	10
1_00013574_01085868	0.311111	579	10
1_00020829_01666303	0.311111	580	10
1_00020829_01666316	0.311111	581	10
1_00004259_00340713	0.308775	582	10
1_00005365_00429157	0.307992	583	10
1_00009662_00772953	0.307992	584	10
1_00013838_01107027	0.307992	585	10
1_00013838_01107036	0.307992	586	10
1_00019442_01555354	0.307992	587	10
1_00020817_01665316	0.307992	588	10
1_00021398_01711799	0.307992	589	10
1_00007058_00564582	0.306878	590	10
1_00007625_00609940	0.306878	591	10
1_00007625_00609955	0.306878	592	10
1_00014740_01179151	0.306878	593	10
1_00018165_01453172	0.306878	594	10
1_00021402_01712131	0.306878	595	10
1_00021480_01718387	0.306826	596	10
1_00006443_00515385	0.305556	597	10
1_00007345_00587572	0.305556	598	10
1_00015389_01231089	0.305556	599	10
1_00016105_01288335	0.305556	600	10
1_00016105_01288338	0.305556	601	10
1_00016105_01288366	0.305556	602	10
1_00004922_00393736	0.304029	603	10
1_00005022_00401704	0.304029	604	10
1_00005853_00468180	0.304029	605	10
1_00005853_00468183	0.304029	606	10
1_00009615_00769136	0.304029	607	10
1_00009759_00780662	0.304029	608	10
1_00010023_00801825	0.304029	609	10
1_00010263_00821006	0.304029	610	10
1_00014220_01137562	0.304029	611	10
1_00015054_01204270	0.304029	612	10
1_00015411_01232877	0.304029	613	10
1_00015888_01271033	0.304029	614	10
1_00020323_01625783	0.304029	615	10
1_00020323_01625785	0.304029	616	10
1_00021866_01749251	0.304029	617	10
1_00022052_01764133	0.304029	618	10
1_00022052_01764145	0.304029	619	10
1_00005963_00476993	0.303287	620	10
1_00012388_00991020	0.303287	621	10
1_00004811_00384843	0.303202	622	10
1_00006691_00535212	0.303202	623	10
1_00010044_00803503	0.303202	624	10
1_00010044_00803514	0.303202	625	10
1_00015215_01217175	0.303202	626	10
1_00016542_01323290	0.303202	627	10
1_00017334_01386707	0.303202	628	10
1_00020563_01644969	0.303202	629	10
1_00020858_01668639	0.303202	630	10
1_00023038_01843023	0.303202	631	10
1_00000319_00025464	0.301587	632	10
1_00004770_00381556	0.301587	633	10
1_00005438_00435001	0.301587	634	10
1_00006013_00481008	0.301587	635	10
1_00012406_00992479	0.301587	636	10
1_00013053_01044226	0.301587	637	10
1_00013787_01102960	0.301587	638	10
1_00014528_01162216	0.301587	639	10
1_00015199_01215885	0.301587	640	10
1_00017115_01369173	0.301587	641	10
1_00017717_01417290	0.301587	642	10
1_00019892_01591301	0.301587	643	10
1_00009739_00779120	0.3	644	10
1_00013217_01057344	0.3	645	10
1_00020663_01652970	0.3	646	10
1_00018265_01461153	0.298387	647	10
1_00006240_00499195	0.298358	648	10
1_00003532_00282512	0.298246	649	10
1_00003532_00282529	0.298246	650	10
1_00013198_01055840	0.298246	651	10
1_00021815_01745195	0.298246	652	10
1_00021815_01745196	0.298246	653	10
1_00018385_01470785	0.297959	654	10
1_00021996_01759681	0.29792	655	10
1_00001832_00146494	0.296296	656	10
1_00004909_00392715	0.296296	657	10
1_00015058_01204638	0.296296	658	10
1_00016052_01284134	0.296296	659	10
1_00017583_01406628	0.296296	660	10
1_00018344_01467460	0.296296	661	10
1_00020293_01623393	0.296296	662	10
1_00022223_01777825	0.296296	663	10
1_00015106_01208462	0.295455	664	10
1_00018656_01492461	0.295455	665	10
1_00001913_00153036	0.293785	666	10
1_00008039_00643097	0.293785	667	10
1_00009493_00759406	0.293785	668	10
1_00015973_01277798	0.293785	669	10
1_00016532_01322545	0.293785	670	10
1_00015126_01210066	0.291819	671	10
1_00016406_01312430	0.291316	672	10
1_00013313_01065003	0.290143	673	10
1_00008154_00652318	0.288889	674	10
1_00011567_00925313	0.288889	675	10
1_00011602_00928134	0.288889	676	10
1_00013638_01091009	0.288889	677	10
1_00015237_01218953	0.288889	678	10
1_00015237_01218954	0.288889	679	10
1_00018864_01509107	0.288889	680	10
1_00020339_01627066	0.288889	681	10
1_00020982_01678499	0.288889	682	10
1_00016046_01283638	0.288152	683	10
1_00011719_00937519	0.287855	684	10
1_00011719_00937521	0.287855	685	10
1_00000616_00049272	0.287586	686	10
1_00000616_00049274	0.287586	687	10
1_00014273_01141814	0.287586	688	10
1_00006267_00501325	0.287072	689	10
1_00012721_01017639	0.287072	690	10
1_00016502_01320119	0.287072	691	10
1_00008549_00683903	0.287037	692	10
1_00010079_00806257	0.287037	693	10
1_00016368_01309422	0.287037	694	10
1_00013977_01118114	0.285714	695	10
1_00016013_01280991	0.285714	696	10
1_00022029_01762258	0.282239	697	10
1_00008521_00681620	0.281843	698	10
1_00008521_00681643	0.281843	699	10
1_00010672_00853752	0.281843	700	10
1_00010672_00853756	0.281843	701	10
1_00019686_01574872	0.281843	702	10
1_00021317_01705313	0.281843	703	10
1_00000077_00006092	0.277778	704	10
1_00001585_00126733	0.277778	705	10
1_00001676_00134072	0.277778	706	10
1_00001822_00145703	0.277778	707	10
1_00001838_00147041	0.277778	708	10
1_00001933_00154582	0.277778	709	10
1_00002879_00230320	0.277778	710	10
1_00003166_00253252	0.277778	711	10
1_00003292_00263289	0.277778	712	10
1_00003372_00269736	0.277778	713	10
1_00003398_00271823	0.277778	714	10
1_00003557_00284543	0.277778	715	10
1_00004284_00342680	0.277778	716	10
1_00004626_00370058	0.277778	717	10
1_00005569_00445477	0.277778	718	10
1_00006602_00528095	0.277778	719	10
1_00006610_00528801	0.277778	720	10
1_00006619_00529521	0.277778	721	10
1_00006881_00550475	0.277778	722	10
1_00006993_00559431	0.277778	723	10
1_00006993_00559440	0.277778	724	10
1_00007723_00617787	0.277778	725	10
1_00008544_00683512	0.277778	726	10
1_00010000_00799936	0.277778	727	10
1_00010000_00799940	0.277778	728	10
1_00010129_00810292	0.277778	729	10
1_00010790_00863148	0.277778	730	10
1_00010790_00863151	0.277778	731	10
1_00012781_01022446	0.277778	732	10
1_00013028_01042181	0.277778	733	10
1_00013222_01057758	0.277778	734	10
1_00013731_01098445	0.277778	735	10
1_00013985_01118743	0.277778	736	10
