MARKERS	FST	RANKING	QUARTILE
1_00007349_00587913	0.37276	227	10
1_00010885_00870744	0.37276	228	10
1_00013177_01054096	0.37276	229	10
1_00000193_00015403	0.372515	230	10
1_00002425_00193981	0.372515	231	10
1_00013729_01098283	0.372515	232	10
1_00014789_01183101	0.372515	233	10
1_00002542_00203290	0.370499	234	10
1_00010110_00808795	0.37009	235	10
1_00010110_00808799	0.37009	236	10
1_00008750_00699933	0.368889	237	10
1_00008750_00699959	0.368889	238	10
1_00015686_01254880	0.367884	239	10
1_00002214_00177112	0.366667	240	10
1_00003166_00253252	0.366667	241	10
1_00015150_01211935	0.366667	242	10
1_00017670_01413564	0.366667	243	10
1_00019248_01539819	0.366667	244	10
1_00021870_01749537	0.366667	245	10
1_00022959_01836679	0.366667	246	10
1_00002578_00206183	0.366391	247	10
1_00005347_00427760	0.366391	248	10
1_00018072_01445754	0.366391	249	10
1_00018385_01470767	0.366293	250	10
1_00011471_00917638	0.363799	251	10
1_00016431_01314453	0.363799	252	10
1_00000798_00063812	0.361111	253	10
1_00005230_00418350	0.361111	254	10
1_00006973_00557818	0.361111	255	10
1_00007720_00617548	0.361111	256	10
1_00008594_00687515	0.361111	257	10
1_00012487_00998918	0.361111	258	10
1_00014915_01193146	0.361111	259	10
1_00015294_01223511	0.361111	260	10
1_00015749_01259891	0.361111	261	10
1_00016820_01345542	0.361111	262	10
1_00017211_01376873	0.361111	263	10
1_00018923_01513831	0.361111	264	10
1_00018938_01515029	0.361111	265	10
1_00019051_01524014	0.361111	266	10
1_00021956_01756413	0.361111	267	10
1_00013313_01065003	0.361085	268	10
1_00010309_00824708	0.360696	269	10
1_00013582_01086551	0.360696	270	10
1_00013582_01086560	0.360696	271	10
1_00005777_00462140	0.36	272	10
1_00012985_01038795	0.357307	273	10
1_00006936_00554863	0.356033	274	10
1_00012304_00984280	0.356033	275	10
1_00017090_01367157	0.356033	276	10
1_00019241_01539234	0.356033	277	10
1_00017547_01403741	0.355556	278	10
1_00002073_00165776	0.354839	279	10
1_00001100_00087947	0.351852	280	10
1_00013104_01048304	0.351852	281	10
1_00016081_01286435	0.351852	282	10
1_00016388_01310990	0.351852	283	10
1_00019646_01571679	0.351852	284	10
1_00018151_01452042	0.351111	285	10
1_00007299_00583849	0.349515	286	10
1_00013254_01060285	0.349515	287	10
1_00008113_00649017	0.349297	288	10
1_00021100_01687969	0.347813	289	10
1_00002364_00189060	0.347222	290	10
1_00005443_00435388	0.347222	291	10
1_00011715_00937144	0.347222	292	10
1_00012789_01023075	0.347222	293	10
1_00019046_01523619	0.347222	294	10
1_00019046_01523620	0.347222	295	10
1_00019046_01523662	0.347222	296	10
1_00019046_01523663	0.347222	297	10
1_00019633_01570598	0.347222	298	10
1_00002712_00216943	0.345152	299	10
1_00003289_00263109	0.3448	300	10
1_00010920_00873554	0.3448	301	10
1_00005846_00467668	0.341564	302	10
1_00009386_00750810	0.341564	303	10
1_00013774_01101890	0.341564	304	10
1_00014506_01160455	0.341564	305	10
1_00014908_01192610	0.341564	306	10
1_00015338_01226972	0.341564	307	10
1_00017608_01408613	0.341564	308	10
1_00018563_01485012	0.341564	309	10
1_00018563_01485024	0.341564	310	10
1_00020563_01645032	0.341564	311	10
1_00022052_01764133	0.341564	312	10
1_00022052_01764145	0.341564	313	10
1_00022739_01819068	0.341564	314	10
1_00018292_01463289	0.341064	315	10
1_00019419_01553455	0.340659	316	10
1_00007226_00578025	0.339549	317	10
1_00016502_01320142	0.337985	318	10
1_00006604_00528249	0.337945	319	10
1_00016532_01322545	0.33454	320	10
1_00022706_01816416	0.334451	321	10
1_00000811_00064875	0.334169	322	10
1_00001677_00134151	0.333333	323	10
1_00001922_00153758	0.333333	324	10
1_00002442_00195344	0.333333	325	10
1_00003892_00311360	0.333333	326	10
1_00004989_00399086	0.333333	327	10
1_00009304_00744295	0.333333	328	10
1_00011480_00918383	0.333333	329	10
1_00012139_00971057	0.333333	330	10
1_00017900_01431981	0.333333	331	10
1_00018773_01501810	0.333333	332	10
1_00020398_01631837	0.333333	333	10
1_00021186_01694855	0.333333	334	10
1_00021197_01695714	0.333333	335	10
1_00018292_01463346	0.331688	336	10
1_00003595_00287567	0.331276	337	10
1_00022970_01837574	0.331276	338	10
1_00008808_00704590	0.331154	339	10
1_00004693_00375438	0.330218	340	10
1_00004693_00375441	0.330218	341	10
1_00016436_01314869	0.330218	342	10
1_00016436_01314870	0.330218	343	10
1_00005375_00429986	0.32872	344	10
1_00006858_00548579	0.328682	345	10
1_00012773_01021809	0.328449	346	10
1_00013017_01041292	0.328449	347	10
1_00013863_01108990	0.328449	348	10
1_00013863_01109036	0.328449	349	10
1_00013957_01116518	0.328449	350	10
1_00021256_01700422	0.328449	351	10
1_00021256_01700426	0.328449	352	10
1_00013392_01071345	0.327485	353	10
1_00015482_01238536	0.327485	354	10
1_00019364_01549074	0.327485	355	10
1_00012304_00984277	0.327264	356	10
1_00018484_01478671	0.327264	357	10
1_00018484_01478681	0.327264	358	10
1_00021996_01759681	0.327049	359	10
1_00010339_00827075	0.326864	360	10
1_00010339_00827105	0.326864	361	10
1_00012213_00976975	0.326167	362	10
1_00022084_01766716	0.322581	363	10
1_00016983_01358628	0.322034	364	10
1_00010823_00865840	0.32101	365	10
1_00022573_01805819	0.320988	366	10
1_00018385_01470785	0.319956	367	10
1_00006691_00535212	0.317739	368	10
1_00011151_00892025	0.317739	369	10
1_00012946_01035643	0.317739	370	10
1_00012946_01035644	0.317739	371	10
1_00013217_01057344	0.317739	372	10
1_00018768_01501386	0.317739	373	10
1_00022156_01772461	0.317739	374	10
1_00022156_01772471	0.317739	375	10
1_00022942_01835316	0.317739	376	10
1_00000247_00019726	0.31746	377	10
1_00001120_00089531	0.31746	378	10
1_00001737_00138919	0.31746	379	10
1_00003446_00275626	0.31746	380	10
1_00003866_00309259	0.31746	381	10
1_00005649_00451888	0.31746	382	10
1_00006230_00498385	0.31746	383	10
1_00006230_00498389	0.31746	384	10
1_00011326_00906043	0.31746	385	10
1_00011326_00906052	0.31746	386	10
1_00013199_01055886	0.31746	387	10
1_00013438_01074995	0.31746	388	10
1_00013975_01117947	0.31746	389	10
1_00014001_01120079	0.31746	390	10
1_00014086_01126836	0.31746	391	10
1_00017813_01425029	0.31746	392	10
1_00017985_01438767	0.31746	393	10
1_00019124_01529866	0.31746	394	10
1_00019840_01587183	0.31746	395	10
1_00022607_01808494	0.31746	396	10
1_00000541_00043227	0.316239	397	10
1_00003058_00244595	0.316239	398	10
1_00004344_00347506	0.316239	399	10
1_00009386_00750851	0.316239	400	10
1_00010325_00825966	0.316239	401	10
1_00011296_00903649	0.316239	402	10
1_00011391_00911242	0.316239	403	10
1_00013168_01053438	0.316239	404	10
1_00014233_01138570	0.316239	405	10
1_00017030_01362396	0.316239	406	10
1_00017847_01427690	0.316239	407	10
1_00017984_01438666	0.316239	408	10
1_00019821_01585681	0.316239	409	10
1_00020924_01673864	0.316239	410	10
1_00021121_01689617	0.316239	411	10
1_00021496_01719618	0.316239	412	10
1_00022829_01826303	0.316239	413	10
1_00005633_00450602	0.315701	414	10
1_00016603_01328176	0.315597	415	10
1_00016603_01328238	0.315597	416	10
1_00016603_01328240	0.315597	417	10
1_00007485_00598799	0.315386	418	10
1_00009211_00736829	0.314815	419	10
1_00010318_00825422	0.314815	420	10
1_00011285_00902773	0.314815	421	10
1_00014176_01134078	0.314815	422	10
1_00017043_01363379	0.314815	423	10
1_00017043_01363380	0.314815	424	10
1_00013755_01100350	0.313148	425	10
1_00000169_00013521	0.31262	426	10
1_00016537_01322902	0.312618	427	10
1_00018486_01478843	0.312618	428	10
1_00016151_01292080	0.311616	429	10
1_00016151_01292081	0.311616	430	10
1_00024065_01925178	0.310894	431	10
1_00018476_01478037	0.310826	432	10
1_00013977_01118114	0.307992	433	10
1_00014176_01134070	0.307992	434	10
1_00015749_01259890	0.307992	435	10
1_00018110_01448738	0.307992	436	10
1_00019355_01548355	0.307992	437	10
1_00021589_01727108	0.307992	438	10
1_00022614_01809049	0.307992	439	10
1_00007702_00616119	0.306878	440	10
1_00007932_00634499	0.306878	441	10
1_00009594_00767512	0.306878	442	10
1_00012989_01039090	0.306878	443	10
1_00014307_01144494	0.306878	444	10
1_00018023_01441839	0.306878	445	10
1_00003815_00305161	0.305556	446	10
1_00003815_00305191	0.305556	447	10
1_00010397_00831709	0.305556	448	10
1_00013060_01044738	0.305556	449	10
1_00015472_01237711	0.305556	450	10
1_00016105_01288335	0.305556	451	10
1_00016105_01288338	0.305556	452	10
1_00016105_01288366	0.305556	453	10
1_00019893_01591404	0.305556	454	10
1_00021398_01711799	0.305556	455	10
1_00022085_01766796	0.305556	456	10
1_00020198_01615829	0.304352	457	10
1_00008004_00640291	0.304029	458	10
1_00010023_00801825	0.304029	459	10
1_00018864_01509070	0.304029	460	10
1_00021162_01692952	0.304029	461	10
1_00021439_01715121	0.304029	462	10
1_00012388_00991020	0.303287	463	10
1_00016046_01283638	0.303287	464	10
1_00008801_00704059	0.303202	465	10
1_00018876_01510081	0.303202	466	10
1_00019740_01579179	0.303202	467	10
1_00020817_01665331	0.303202	468	10
1_00021094_01687466	0.303202	469	10
1_00000295_00023564	0.301587	470	10
1_00001198_00095811	0.301587	471	10
1_00001198_00095828	0.301587	472	10
1_00002701_00216020	0.301587	473	10
1_00002701_00216065	0.301587	474	10
1_00003077_00246153	0.301587	475	10
1_00003829_00306308	0.301587	476	10
1_00006619_00529521	0.301587	477	10
1_00007368_00589414	0.301587	478	10
1_00007451_00596057	0.301587	479	10
1_00012814_01025050	0.301587	480	10
1_00017375_01389972	0.301587	481	10
1_00019179_01534265	0.301587	482	10
1_00019179_01534272	0.301587	483	10
1_00020636_01650838	0.301587	484	10
1_00021556_01724412	0.301587	485	10
1_00021556_01724444	0.301587	486	10
1_00022665_01813200	0.301587	487	10
1_00022736_01818881	0.301587	488	10
1_00009414_00753092	0.3	489	10
1_00021615_01729160	0.3	490	10
1_00003532_00282512	0.298246	491	10
1_00003532_00282529	0.298246	492	10
1_00019557_01564507	0.29792	493	10
1_00002812_00224928	0.296296	494	10
1_00002953_00236212	0.296296	495	10
1_00013669_01093467	0.296296	496	10
1_00016023_01281821	0.296296	497	10
1_00017757_01420560	0.296296	498	10
1_00019740_01579192	0.296296	499	10
1_00023469_01877472	0.296296	500	10
1_00018755_01500359	0.291667	501	10
1_00008101_00648075	0.291316	502	10
1_00012437_00994903	0.291117	503	10
1_00017309_01384716	0.291096	504	10
1_00011215_00897143	0.290143	505	10
1_00000323_00025778	0.288889	506	10
1_00000611_00048852	0.288889	507	10
1_00016515_01321148	0.288889	508	10
1_00017440_01395144	0.288889	509	10
1_00017440_01395174	0.288889	510	10
1_00018275_01461991	0.288889	511	10
1_00022965_01837196	0.288889	512	10
1_00007511_00600842	0.287072	513	10
1_00014752_01180108	0.28629	514	10
1_00021495_01719554	0.286145	515	10
1_00004649_00371883	0.285714	516	10
1_00016104_01288317	0.285714	517	10
1_00016195_01295557	0.285714	518	10
1_00018968_01517373	0.285714	519	10
1_00018588_01486991	0.283489	520	10
1_00018588_01487003	0.283489	521	10
1_00003330_00266345	0.281843	522	10
1_00003428_00274195	0.281843	523	10
1_00007604_00608286	0.281843	524	10
1_00007604_00608295	0.281843	525	10
1_00009739_00779120	0.281843	526	10
1_00009856_00788465	0.281843	527	10
1_00011612_00928895	0.281843	528	10
1_00014733_01178622	0.279756	529	10
1_00000191_00015219	0.277778	530	10
1_00000321_00025641	0.277778	531	10
1_00000453_00036221	0.277778	532	10
1_00001579_00126248	0.277778	533	10
1_00001585_00126733	0.277778	534	10
1_00002190_00175144	0.277778	535	10
1_00002449_00195860	0.277778	536	10
1_00002449_00195877	0.277778	537	10
1_00002504_00200258	0.277778	538	10
1_00002705_00216337	0.277778	539	10
1_00002964_00237099	0.277778	540	10
1_00003031_00242438	0.277778	541	10
1_00003150_00251977	0.277778	542	10
1_00003223_00257831	0.277778	543	10
1_00004116_00329266	0.277778	544	10
1_00004344_00347503	0.277778	545	10
1_00004803_00384203	0.277778	546	10
1_00005445_00435568	0.277778	547	10
1_00006610_00528801	0.277778	548	10
1_00007011_00560866	0.277778	549	10
1_00007011_00560876	0.277778	550	10
1_00007847_00627705	0.277778	551	10
1_00008212_00656926	0.277778	552	10
1_00010344_00827518	0.277778	553	10
1_00010344_00827519	0.277778	554	10
1_00010955_00876347	0.277778	555	10
1_00011036_00882811	0.277778	556	10
1_00012138_00971007	0.277778	557	10
1_00012472_00997694	0.277778	558	10
1_00012714_01017078	0.277778	559	10
1_00012888_01030982	0.277778	560	10
1_00014096_01127661	0.277778	561	10
1_00014528_01162216	0.277778	562	10
1_00015054_01204270	0.277778	563	10
1_00016044_01283477	0.277778	564	10
1_00016218_01297402	0.277778	565	10
1_00016542_01323290	0.277778	566	10
1_00017235_01378750	0.277778	567	10
1_00018371_01469610	0.277778	568	10
1_00019488_01558990	0.277778	569	10
1_00019549_01563919	0.277778	570	10
1_00019822_01585741	0.277778	571	10
1_00020739_01659075	0.277778	572	10
1_00021142_01691334	0.277778	573	10
1_00021589_01727060	0.277778	574	10
1_00021749_01739870	0.277778	575	10
1_00022080_01766373	0.277778	576	10
1_00022168_01773440	0.277778	577	10
1_00022532_01802530	0.277778	578	10
1_00022610_01808753	0.277778	579	10
1_00014339_01147054	0.276579	580	10
1_00014339_01147098	0.276579	581	10
1_00018222_01457717	0.276015	582	10
1_00000519_00041501	0.274643	583	10
1_00020524_01641892	0.274351	584	10
1_00009604_00768281	0.273438	585	10
1_00005302_00424151	0.273105	586	10
1_00008501_00680016	0.273105	587	10
1_00015308_01224583	0.273105	588	10
1_00016732_01338515	0.273105	589	10
1_00016939_01355103	0.273105	590	10
1_00000959_00076683	0.269868	591	10
1_00000959_00076701	0.269868	592	10
1_00003975_00317944	0.268293	593	10
1_00005604_00448307	0.268293	594	10
1_00005802_00464128	0.268293	595	10
1_00006832_00546505	0.268293	596	10
1_00015010_01200796	0.268293	597	10
1_00016604_01328254	0.268293	598	10
1_00017823_01425787	0.268293	599	10
1_00017833_01426628	0.268293	600	10
1_00018540_01483189	0.268293	601	10
1_00018991_01519227	0.268293	602	10
1_00022280_01782340	0.268293	603	10
1_00022455_01796366	0.268293	604	10
1_00022942_01835324	0.268293	605	10
1_00003966_00317221	0.268122	606	10
1_00021920_01753534	0.268122	607	10
1_00007138_00571030	0.268105	608	10
1_00006802_00544142	0.267216	609	10
1_00006456_00516442	0.267022	610	10
1_00015833_01266578	0.266667	611	10
1_00019615_01569175	0.266667	612	10
1_00007932_00634533	0.265404	613	10
1_00022828_01826206	0.265404	614	10
1_00017424_01393849	0.263877	615	10
1_00017158_01372632	0.2638	616	10
1_00002403_00192191	0.262955	617	10
1_00002743_00219422	0.262955	618	10
1_00006676_00534012	0.262955	619	10
1_00014695_01175553	0.262955	620	10
1_00014879_01190301	0.262955	621	10
1_00019091_01527272	0.262955	622	10
1_00020144_01611462	0.262955	623	10
1_00021514_01721076	0.262955	624	10
1_00000398_00031830	0.262721	625	10
1_00013308_01064584	0.262721	626	10
1_00017670_01413599	0.262721	627	10
1_00018792_01503355	0.262721	628	10
1_00019776_01582030	0.262721	629	10
1_00020254_01620260	0.262721	630	10
1_00020931_01674476	0.262721	631	10
1_00021830_01746383	0.262721	632	10
1_00024308_01944638	0.262721	633	10
1_00024308_01944640	0.262721	634	10
1_00024308_01944641	0.262721	635	10
1_00000969_00077486	0.259259	636	10
1_00000969_00077519	0.259259	637	10
1_00001157_00092557	0.259259	638	10
1_00001193_00095422	0.259259	639	10
1_00002097_00167701	0.259259	640	10
1_00002127_00170110	0.259259	641	10
1_00002310_00184744	0.259259	642	10
1_00002795_00223577	0.259259	643	10
1_00002908_00232637	0.259259	644	10
1_00002908_00232638	0.259259	645	10
1_00003351_00268068	0.259259	646	10
1_00003398_00271823	0.259259	647	10
1_00003519_00281511	0.259259	648	10
1_00003659_00292661	0.259259	649	10
1_00003731_00298412	0.259259	650	10
1_00004217_00337318	0.259259	651	10
1_00004445_00355533	0.259259	652	10
1_00004719_00377518	0.259259	653	10
1_00004783_00382596	0.259259	654	10
1_00005441_00435273	0.259259	655	10
1_00005518_00441369	0.259259	656	10
1_00005547_00443721	0.259259	657	10
1_00006287_00502926	0.259259	658	10
1_00006522_00521689	0.259259	659	10
1_00006602_00528095	0.259259	660	10
1_00007291_00583218	0.259259	661	10
1_00007548_00603841	0.259259	662	10
1_00008521_00681620	0.259259	663	10
1_00008521_00681643	0.259259	664	10
1_00009200_00735940	0.259259	665	10
1_00009327_00746113	0.259259	666	10
1_00009658_00772571	0.259259	667	10
1_00009821_00785673	0.259259	668	10
1_00009982_00798554	0.259259	669	10
1_00010033_00802630	0.259259	670	10
1_00010272_00821728	0.259259	671	10
1_00010809_00864692	0.259259	672	10
1_00010899_00871892	0.259259	673	10
1_00011319_00905465	0.259259	674	10
1_00011453_00916232	0.259259	675	10
1_00011731_00938454	0.259259	676	10
1_00011743_00939440	0.259259	677	10
1_00011889_00951067	0.259259	678	10
1_00012275_00981990	0.259259	679	10
1_00012292_00983332	0.259259	680	10
1_00013184_01054663	0.259259	681	10
1_00013222_01057754	0.259259	682	10
1_00013286_01062870	0.259259	683	10
1_00013368_01069398	0.259259	684	10
1_00014211_01136825	0.259259	685	10
1_00014845_01187566	0.259259	686	10
1_00014845_01187581	0.259259	687	10
1_00014852_01188159	0.259259	688	10
1_00014951_01196074	0.259259	689	10
1_00015076_01206023	0.259259	690	10
1_00015230_01218328	0.259259	691	10
1_00015359_01228692	0.259259	692	10
1_00015856_01268481	0.259259	693	10
1_00016925_01353991	0.259259	694	10
1_00017077_01366114	0.259259	695	10
1_00017860_01428784	0.259259	696	10
1_00018402_01472125	0.259259	697	10
1_00018515_01481135	0.259259	698	10
1_00018543_01483431	0.259259	699	10
1_00018743_01499406	0.259259	700	10
1_00018826_01506040	0.259259	701	10
1_00019005_01520377	0.259259	702	10
1_00019468_01557428	0.259259	703	10
1_00019569_01565473	0.259259	704	10
1_00019693_01575401	0.259259	705	10
1_00019885_01590798	0.259259	706	10
1_00019893_01591398	0.259259	707	10
1_00020800_01663998	0.259259	708	10
1_00021593_01727416	0.259259	709	10
1_00021722_01737720	0.259259	710	10
1_00022036_01762859	0.259259	711	10
1_00022114_01769119	0.259259	712	10
1_00022394_01791459	0.259259	713	10
1_00022647_01811709	0.259259	714	10
1_00022933_01834607	0.259259	715	10
1_00004628_00370191	0.259039	716	10
1_00015048_01203778	0.259039	717	10
1_00016487_01318923	0.259039	718	10
1_00018212_01456921	0.259039	719	10
1_00019090_01527197	0.259039	720	10
1_00019637_01570926	0.257086	721	10
1_00005713_00456984	0.256553	722	10
1_00018063_01445005	0.256553	723	10
1_00018063_01445011	0.256553	724	10
1_00020851_01668062	0.256553	725	10
1_00009533_00762639	0.256454	726	10
1_00015215_01217175	0.256039	727	10
1_00013302_01064158	0.255952	728	10
1_00014963_01196982	0.255952	729	10
1_00015126_01210030	0.255952	730	10
1_00000945_00075535	0.254743	731	10
1_00003071_00245639	0.254743	732	10
1_00003326_00266023	0.254743	733	10
1_00005760_00460774	0.254743	734	10
1_00009105_00728364	0.254743	735	10
